ticket_id,customer_id,created_at,closed_at,category,priority,status,channel,subject,details,resolution_summary,satisfaction_score
5273,1114,2025-11-27 12:17:51,2025-11-28 15:06:51,Shipping,High,Closed,Chat,Missing delivery,Customer says tracking has not updated for multiple days and asks for escalation. (Subject: Missing delivery),Initiated investigation for missing delivery and arranged replacement.,3
5274,1020,2025-09-30 14:47:58,2025-09-30 21:14:58,Returns,Medium,Closed,Phone,Return window question,Customer needs a return label and instructions for packaging. (Subject: Return window question),Generated return label and explained return steps and timelines.,5
5275,1066,2024-12-25 17:47:14,2024-12-27 12:25:14,Refund,Low,Closed,Phone,Chargeback question,Customer asks whether their order qualifies for a refund and what the timeline is. (Subject: Chargeback question),Provided ETA and confirmation email once refund was approved.,4
5276,1019,2025-10-09 14:04:26,2025-10-10 14:37:26,Account,Low,Closed,Chat,Account locked,Customer wants to change account details and requests verification steps. (Subject: Account locked),Unlocked account after verification and advised on prevention steps.,4
5277,1024,2026-01-24 17:27:03,2026-01-26 16:45:03,Billing,Low,Closed,Web,Invoice mismatch,Customer asks for a breakdown of taxes/fees on the invoice. (Subject: Invoice mismatch),Explained fees and provided invoice breakdown.,1
5278,1089,2025-12-22 22:44:02,2025-12-23 05:27:02,Billing,High,Closed,Web,Tax/fee clarification,Customer sees a duplicate charge for the same invoice/order and requests correction. (Subject: Tax/fee clarification),Resolved payment issue and confirmed successful renewal.,4
5279,1073,2025-06-14 17:43:28,2025-06-17 12:11:28,Refund,Medium,Closed,Phone,Refund for damaged item,Customer says they returned an item and is waiting for the refund confirmation. (Subject: Refund for damaged item),Verified refund status and shared transaction reference; confirmed processing timeline.,4
5280,1022,2025-10-19 08:34:39,2025-10-19 17:47:39,Support,High,Closed,Chat,Product usage question,Customer has a general question and requests quick guidance. (Subject: Product usage question),Applied promo code manually and explained eligibility.,5
5281,1053,2026-01-11 16:46:24,,Technical,Low,Open,Chat,Error on checkout,Customer encounters an error after login and requests troubleshooting steps. (Subject: Error on checkout),,0
5282,1118,2024-11-03 11:30:28,2024-11-04 11:20:28,Account,Medium,Closed,Email,Cancel subscription,Customer says account is locked and needs reactivation. (Subject: Cancel subscription),Canceled subscription and sent confirmation.,5
5283,1105,2025-07-29 20:10:18,2025-07-31 22:53:18,Billing,Low,Closed,Email,Subscription renewal issue,Customer asks for a breakdown of taxes/fees on the invoice. (Subject: Subscription renewal issue),Explained fees and provided invoice breakdown.,5
5284,1150,2025-06-01 08:00:49,,Refund,Low,Pending,Phone,Refund not received,Customer says they returned an item and is waiting for the refund confirmation. (Subject: Refund not received),,0
5285,1023,2025-06-19 18:03:51,2025-06-19 22:33:51,Returns,Low,Closed,Chat,Wrong item received,Customer needs a return label and instructions for packaging. (Subject: Wrong item received),Processed exchange request and issued updated shipping label.,4
5286,1140,2025-04-16 00:10:33,2025-04-18 00:10:33,Returns,Medium,Closed,Chat,Return window question,Customer needs a return label and instructions for packaging. (Subject: Return window question),Generated return label and explained return steps and timelines.,1
5287,1101,2025-04-21 03:51:17,2025-04-23 01:04:17,Technical,Medium,Closed,Chat,Login issue,Customer encounters an error after login and requests troubleshooting steps. (Subject: Login issue),Provided troubleshooting steps; issue resolved after cache reset/update.,4
5288,1065,2026-01-30 15:56:05,,Returns,High,Open,Web,Return window question,Customer received the wrong item and requests an exchange/return. (Subject: Return window question),,0
5289,1141,2025-03-10 05:09:21,2025-03-12 20:30:21,Refund,Medium,Closed,Chat,Refund not received,Customer reports the refund ETA has passed and wants an update. (Subject: Refund not received),Explained refund policy and initiated refund after verification.,5
5290,1050,2025-05-09 12:48:52,2025-05-11 05:32:52,Returns,Medium,Closed,Phone,Wrong item received,Customer asks about return window and whether an exception is possible. (Subject: Wrong item received),Approved return exception and scheduled pickup; confirmation sent.,3
5291,1081,2026-01-07 06:05:46,2026-01-09 05:13:46,Returns,High,Closed,Phone,Return window question,Customer asks about return window and whether an exception is possible. (Subject: Return window question),Approved return exception and scheduled pickup; confirmation sent.,4
5292,1079,2025-01-11 00:35:35,2025-01-11 12:28:35,Billing,Medium,Closed,Chat,Charged twice,Customer asks for a breakdown of taxes/fees on the invoice. (Subject: Charged twice),Removed duplicate charge and sent corrected invoice.,4
5293,1020,2025-09-25 10:29:20,2025-09-27 15:18:20,Account,Medium,Closed,Email,Cancel subscription,Customer says account is locked and needs reactivation. (Subject: Cancel subscription),Verified identity and updated account details.,4
5294,1139,2025-06-07 15:21:12,2025-06-09 05:29:12,Billing,Medium,Closed,Email,Invoice mismatch,Customer reports a payment failure and needs urgent help to renew. (Subject: Invoice mismatch),Resolved payment issue and confirmed successful renewal.,4
5295,1062,2026-02-09 21:41:51,2026-02-12 15:49:51,Shipping,Medium,Closed,Chat,International shipping question,Customer reports a missing delivery and requests next steps. (Subject: International shipping question),Corrected address and re-routed shipment; confirmation sent.,5
5296,1038,2025-06-02 04:26:01,2025-06-04 19:40:01,Account,Low,Closed,Phone,Change address,Customer requests cancellation and confirmation of subscription status. (Subject: Change address),Canceled subscription and sent confirmation.,5
5297,1133,2025-06-24 22:34:47,2025-06-27 10:30:47,Shipping,Low,Closed,Phone,Missing delivery,Customer reports delivery delay beyond estimate and requests tracking update. (Subject: Missing delivery),Corrected address and re-routed shipment; confirmation sent.,5
5298,1071,2025-11-19 22:28:18,2025-11-20 21:52:18,Shipping,Medium,Closed,Phone,Missing delivery,Customer reports a missing delivery and requests next steps. (Subject: Missing delivery),Corrected address and re-routed shipment; confirmation sent.,5
5299,1020,2025-02-16 15:08:35,2025-02-18 14:00:35,Technical,High,Closed,Web,Error on checkout,Customer reports the app crashes on a specific screen and needs a workaround. (Subject: Error on checkout),Reset credentials and verified successful login.,1
5300,1036,2024-10-26 09:01:43,2024-10-27 21:14:43,Billing,Low,Closed,Chat,Invoice mismatch,Customer reports a payment failure and needs urgent help to renew. (Subject: Invoice mismatch),Explained fees and provided invoice breakdown.,5
5301,1031,2025-05-10 23:50:08,2025-05-13 14:33:08,Technical,Medium,Closed,Chat,Error on checkout,Customer cannot reset password and receives repeated error messages. (Subject: Error on checkout),Provided troubleshooting steps; issue resolved after cache reset/update.,5
5302,1106,2024-12-04 19:57:04,2024-12-05 17:05:04,Refund,Medium,Closed,Email,Refund not received,Customer says they returned an item and is waiting for the refund confirmation. (Subject: Refund not received),Verified refund status and shared transaction reference; confirmed processing timeline.,2
5303,1067,2025-07-08 10:15:12,2025-07-08 14:11:12,Support,High,Closed,Phone,General inquiry,Customer asks for steps to complete a common action inside the product. (Subject: General inquiry),Guided customer through steps and confirmed success.,4
5304,1121,2025-02-13 21:14:16,,Shipping,Medium,Open,Chat,Tracking not updating,Customer reports a missing delivery and requests next steps. (Subject: Tracking not updating),,0
5305,1131,2025-08-14 17:17:46,2025-08-15 02:31:46,Returns,Medium,Closed,Chat,Exchange request,Customer needs a return label and instructions for packaging. (Subject: Exchange request),Generated return label and explained return steps and timelines.,4
5306,1130,2025-12-10 19:32:36,2025-12-13 09:29:36,Account,Medium,Closed,Email,Update email request,Customer says account is locked and needs reactivation. (Subject: Update email request),Unlocked account after verification and advised on prevention steps.,5
5307,1024,2025-12-09 05:34:58,2025-12-09 07:31:58,Billing,Urgent,Closed,Web,Invoice mismatch,Customer asks for a breakdown of taxes/fees on the invoice. (Subject: Invoice mismatch),Resolved payment issue and confirmed successful renewal.,4
5308,1012,2025-02-21 17:56:01,,Account,Medium,Pending,Web,Change address,Customer wants to change account details and requests verification steps. (Subject: Change address),,0
5309,1148,2025-03-13 04:33:35,2025-03-14 11:31:35,Refund,High,Closed,Phone,Refund eligibility,Customer says they returned an item and is waiting for the refund confirmation. (Subject: Refund eligibility),Provided ETA and confirmation email once refund was approved.,4
5310,1049,2025-11-19 10:27:40,2025-11-22 05:27:40,Refund,Medium,Closed,Chat,Refund not received,Customer says they returned an item and is waiting for the refund confirmation. (Subject: Refund not received),Explained refund policy and initiated refund after verification.,4
5311,1028,2025-03-12 12:03:24,2025-03-15 09:30:24,Refund,Medium,Closed,Phone,Refund for damaged item,Customer says they returned an item and is waiting for the refund confirmation. (Subject: Refund for damaged item),Explained refund policy and initiated refund after verification.,5
5312,1106,2025-09-06 05:51:03,2025-09-09 06:26:03,Technical,Medium,Closed,Phone,2FA problem,Customer cannot reset password and receives repeated error messages. (Subject: 2FA problem),"Collected logs, filed bug, and provided workaround; customer confirmed working.",5
5313,1102,2025-02-21 23:14:51,2025-02-22 20:20:51,Account,Low,Closed,Web,Cancel subscription,Customer wants to change account details and requests verification steps. (Subject: Cancel subscription),Unlocked account after verification and advised on prevention steps.,5
5314,1014,2024-11-06 06:00:51,,Refund,Medium,Open,Web,Refund not received,Customer reports the refund ETA has passed and wants an update. (Subject: Refund not received),,0
5315,1017,2024-10-28 16:02:55,2024-10-30 19:01:55,Returns,Urgent,Closed,Phone,Exchange request,Customer received the wrong item and requests an exchange/return. (Subject: Exchange request),Processed exchange request and issued updated shipping label.,2
5316,1045,2024-09-04 19:39:22,2024-09-07 14:57:22,Technical,Low,Closed,Chat,Error on checkout,Customer cannot reset password and receives repeated error messages. (Subject: Error on checkout),Provided troubleshooting steps; issue resolved after cache reset/update.,5
5317,1093,2024-12-27 18:58:59,2024-12-29 07:47:59,Returns,Medium,Closed,Web,Return label request,Customer asks about return window and whether an exception is possible. (Subject: Return label request),Processed exchange request and issued updated shipping label.,4
5318,1004,2024-11-05 12:48:48,2024-11-08 13:46:48,Account,Medium,Closed,Phone,Cancel subscription,Customer wants to change account details and requests verification steps. (Subject: Cancel subscription),Canceled subscription and sent confirmation.,5
5319,1050,2025-11-17 01:02:17,2025-11-18 00:28:17,Billing,Medium,Closed,Email,Subscription renewal issue,Customer asks for a breakdown of taxes/fees on the invoice. (Subject: Subscription renewal issue),Resolved payment issue and confirmed successful renewal.,4
5320,1030,2025-10-19 07:14:45,,Shipping,Medium,Open,Web,Missing delivery,Customer says tracking has not updated for multiple days and asks for escalation. (Subject: Missing delivery),,0
5321,1145,2025-05-18 07:44:07,,Billing,Medium,Pending,Web,Invoice mismatch,Customer asks for a breakdown of taxes/fees on the invoice. (Subject: Invoice mismatch),,0
5322,1008,2024-10-18 23:18:09,2024-10-20 05:01:09,Billing,High,Closed,Phone,Payment failed,Customer reports a payment failure and needs urgent help to renew. (Subject: Payment failed),Resolved payment issue and confirmed successful renewal.,4
5323,1003,2025-03-08 07:51:26,2025-03-10 12:34:26,Account,High,Closed,Phone,Account locked,Customer requests cancellation and confirmation of subscription status. (Subject: Account locked),Unlocked account after verification and advised on prevention steps.,5
5324,1122,2025-11-16 02:46:42,2025-11-17 04:17:42,Returns,High,Closed,Chat,Return window question,Customer received the wrong item and requests an exchange/return. (Subject: Return window question),Generated return label and explained return steps and timelines.,5
5325,1053,2025-12-20 23:28:55,2025-12-21 13:35:55,Returns,Urgent,Closed,Web,Return window question,Customer received the wrong item and requests an exchange/return. (Subject: Return window question),Generated return label and explained return steps and timelines.,5
5326,1139,2025-06-11 19:36:17,2025-06-14 12:33:17,Support,Urgent,Closed,Phone,Promo code not working,Customer reports promo code not applying and requests assistance. (Subject: Promo code not working),Guided customer through steps and confirmed success.,5
5327,1131,2025-11-18 09:49:05,2025-11-21 06:40:05,Returns,Medium,Closed,Email,Return window question,Customer received the wrong item and requests an exchange/return. (Subject: Return window question),Approved return exception and scheduled pickup; confirmation sent.,4
5328,1045,2025-10-04 00:02:38,2025-10-04 02:02:38,Billing,High,Closed,Web,Charged twice,Customer asks for a breakdown of taxes/fees on the invoice. (Subject: Charged twice),Removed duplicate charge and sent corrected invoice.,4
5329,1067,2025-02-27 16:35:39,2025-03-01 12:58:39,Returns,Low,Closed,Web,Exchange request,Customer needs a return label and instructions for packaging. (Subject: Exchange request),Approved return exception and scheduled pickup; confirmation sent.,5
5330,1096,2025-04-01 16:40:20,2025-04-02 10:16:20,Billing,High,Closed,Email,Subscription renewal issue,Customer asks for a breakdown of taxes/fees on the invoice. (Subject: Subscription renewal issue),Resolved payment issue and confirmed successful renewal.,5
5331,1143,2025-01-26 18:52:59,2025-01-27 15:22:59,Billing,High,Closed,Chat,Subscription renewal issue,Customer reports a payment failure and needs urgent help to renew. (Subject: Subscription renewal issue),Resolved payment issue and confirmed successful renewal.,3
5332,1133,2025-09-09 11:15:28,2025-09-12 12:09:28,Technical,Medium,Closed,Web,Password reset not working,Customer encounters an error after login and requests troubleshooting steps. (Subject: Password reset not working),Reset credentials and verified successful login.,3
5333,1056,2025-12-29 17:28:57,2025-12-31 12:44:57,Shipping,Medium,Closed,Phone,Address correction,Customer says tracking has not updated for multiple days and asks for escalation. (Subject: Address correction),Contacted carrier and shared updated tracking; offered compensation where applicable.,4
5334,1090,2025-01-29 00:50:52,2025-01-31 22:01:52,Shipping,Urgent,Closed,Phone,International shipping question,Customer says tracking has not updated for multiple days and asks for escalation. (Subject: International shipping question),Initiated investigation for missing delivery and arranged replacement.,5
5335,1125,2024-10-27 09:37:19,2024-10-28 23:06:19,Account,Medium,Closed,Chat,Change address,Customer requests cancellation and confirmation of subscription status. (Subject: Change address),Unlocked account after verification and advised on prevention steps.,5
5336,1087,2025-11-14 12:05:48,2025-11-14 22:10:48,Billing,Low,Closed,Chat,Tax/fee clarification,Customer reports a payment failure and needs urgent help to renew. (Subject: Tax/fee clarification),Resolved payment issue and confirmed successful renewal.,5
5337,1069,2025-03-26 04:25:51,,Technical,High,Pending,Phone,Error on checkout,Customer cannot reset password and receives repeated error messages. (Subject: Error on checkout),,0
5338,1134,2025-01-04 11:02:08,2025-01-04 14:10:08,Support,High,Closed,Phone,Promo code not working,Customer has a general question and requests quick guidance. (Subject: Promo code not working),Answered inquiry and shared relevant help article summary.,5
5339,1054,2024-11-09 17:15:01,2024-11-12 06:50:01,Returns,Low,Closed,Web,Return label request,Customer received the wrong item and requests an exchange/return. (Subject: Return label request),Generated return label and explained return steps and timelines.,3
5340,1040,2025-04-24 19:05:13,2025-04-26 08:33:13,Refund,Medium,Closed,Chat,Chargeback question,Customer says they returned an item and is waiting for the refund confirmation. (Subject: Chargeback question),Verified refund status and shared transaction reference; confirmed processing timeline.,2
5341,1092,2025-09-01 08:10:03,2025-09-04 07:09:03,Shipping,Medium,Closed,Web,Missing delivery,Customer reports delivery delay beyond estimate and requests tracking update. (Subject: Missing delivery),Corrected address and re-routed shipment; confirmation sent.,4
5342,1117,2025-07-31 08:33:57,2025-08-03 05:52:57,Technical,High,Closed,Web,2FA problem,Customer cannot reset password and receives repeated error messages. (Subject: 2FA problem),Provided troubleshooting steps; issue resolved after cache reset/update.,5
5343,1114,2025-03-17 07:09:15,2025-03-17 09:09:15,Returns,Medium,Closed,Chat,Wrong item received,Customer asks about return window and whether an exception is possible. (Subject: Wrong item received),Approved return exception and scheduled pickup; confirmation sent.,4
5344,1003,2025-09-02 01:10:29,2025-09-04 10:01:29,Account,Medium,Closed,Chat,Change address,Customer requests cancellation and confirmation of subscription status. (Subject: Change address),Unlocked account after verification and advised on prevention steps.,4
5345,1106,2025-06-30 02:42:43,2025-07-02 05:35:43,Shipping,Medium,Closed,Phone,Address correction,Customer reports delivery delay beyond estimate and requests tracking update. (Subject: Address correction),Initiated investigation for missing delivery and arranged replacement.,5
5346,1133,2026-02-17 11:41:28,2026-02-19 01:22:28,Account,High,Closed,Phone,Delete account request,Customer wants to change account details and requests verification steps. (Subject: Delete account request),Canceled subscription and sent confirmation.,5
5347,1047,2026-01-04 04:32:26,2026-01-06 14:49:26,Refund,High,Closed,Web,Refund not received,Customer reports the refund ETA has passed and wants an update. (Subject: Refund not received),Explained refund policy and initiated refund after verification.,1
5348,1013,2025-01-18 22:07:40,,Support,Medium,Pending,Chat,How to change address,Customer has a general question and requests quick guidance. (Subject: How to change address),,0
5349,1113,2024-11-05 13:23:37,2024-11-08 05:36:37,Account,Medium,Closed,Phone,Update email request,Customer wants to change account details and requests verification steps. (Subject: Update email request),Verified identity and updated account details.,4
5350,1009,2024-10-10 00:37:49,2024-10-12 03:41:49,Returns,Medium,Closed,Chat,Return window question,Customer needs a return label and instructions for packaging. (Subject: Return window question),Approved return exception and scheduled pickup; confirmation sent.,5
5351,1004,2025-06-22 09:09:09,2025-06-24 18:24:09,Refund,High,Closed,Email,Refund eligibility,Customer reports the refund ETA has passed and wants an update. (Subject: Refund eligibility),Explained refund policy and initiated refund after verification.,5
5352,1025,2025-08-29 18:06:25,2025-08-31 11:05:25,Technical,Medium,Closed,Email,App crash,Customer cannot reset password and receives repeated error messages. (Subject: App crash),Reset credentials and verified successful login.,4
5353,1065,2025-01-28 20:28:37,2025-01-29 04:23:37,Billing,High,Closed,Email,Payment failed,Customer sees a duplicate charge for the same invoice/order and requests correction. (Subject: Payment failed),Explained fees and provided invoice breakdown.,4
5354,1004,2025-11-24 15:32:22,2025-11-25 23:32:22,Returns,Urgent,Closed,Web,Exchange request,Customer received the wrong item and requests an exchange/return. (Subject: Exchange request),Processed exchange request and issued updated shipping label.,3
5355,1023,2024-11-06 11:50:54,2024-11-08 08:49:54,Returns,Urgent,Closed,Email,Wrong item received,Customer needs a return label and instructions for packaging. (Subject: Wrong item received),Approved return exception and scheduled pickup; confirmation sent.,5
5356,1138,2025-09-10 10:03:01,2025-09-13 10:53:01,Account,Medium,Closed,Phone,Update email request,Customer wants to change account details and requests verification steps. (Subject: Update email request),Unlocked account after verification and advised on prevention steps.,4
5357,1097,2025-03-10 05:18:59,,Billing,Medium,Pending,Web,Invoice mismatch,Customer asks for a breakdown of taxes/fees on the invoice. (Subject: Invoice mismatch),,0
5358,1076,2025-01-21 21:40:40,2025-01-24 20:02:40,Technical,Medium,Closed,Web,Error on checkout,Customer reports the app crashes on a specific screen and needs a workaround. (Subject: Error on checkout),Reset credentials and verified successful login.,5
5359,1142,2024-12-25 21:53:03,2024-12-27 08:27:03,Refund,Medium,Closed,Email,Refund for damaged item,Customer says they returned an item and is waiting for the refund confirmation. (Subject: Refund for damaged item),Provided ETA and confirmation email once refund was approved.,4
5360,1048,2025-06-06 06:51:12,2025-06-07 14:11:12,Shipping,High,Closed,Web,International shipping question,Customer reports delivery delay beyond estimate and requests tracking update. (Subject: International shipping question),Corrected address and re-routed shipment; confirmation sent.,5
5361,1142,2025-05-05 01:42:02,2025-05-06 19:49:02,Refund,Low,Closed,Email,Refund timeline,Customer reports the refund ETA has passed and wants an update. (Subject: Refund timeline),Verified refund status and shared transaction reference; confirmed processing timeline.,3
5362,1009,2025-01-23 07:59:35,2025-01-25 10:41:35,Returns,Medium,Closed,Phone,Wrong item received,Customer needs a return label and instructions for packaging. (Subject: Wrong item received),Approved return exception and scheduled pickup; confirmation sent.,4
5363,1019,2026-01-18 20:03:14,2026-01-19 07:32:14,Refund,High,Closed,Email,Refund eligibility,Customer asks whether their order qualifies for a refund and what the timeline is. (Subject: Refund eligibility),Provided ETA and confirmation email once refund was approved.,5
5364,1107,2025-12-19 16:28:14,2025-12-19 23:14:14,Shipping,Low,Closed,Phone,Package delayed,Customer reports delivery delay beyond estimate and requests tracking update. (Subject: Package delayed),Contacted carrier and shared updated tracking; offered compensation where applicable.,5
5365,1025,2025-10-14 10:52:49,2025-10-15 12:25:49,Refund,Medium,Closed,Chat,Refund eligibility,Customer says they returned an item and is waiting for the refund confirmation. (Subject: Refund eligibility),Provided ETA and confirmation email once refund was approved.,4
5366,1028,2025-06-01 12:55:14,2025-06-03 20:51:14,Account,Low,Closed,Chat,Delete account request,Customer says account is locked and needs reactivation. (Subject: Delete account request),Verified identity and updated account details.,4
5367,1041,2025-08-06 14:20:43,,Technical,High,Pending,Phone,2FA problem,Customer reports the app crashes on a specific screen and needs a workaround. (Subject: 2FA problem),,0
5368,1106,2025-05-05 17:33:43,2025-05-08 15:46:43,Account,Medium,Closed,Phone,Change address,Customer wants to change account details and requests verification steps. (Subject: Change address),Verified identity and updated account details.,4
5369,1102,2025-04-05 11:07:55,2025-04-08 06:15:55,Refund,Urgent,Closed,Phone,Refund not received,Customer reports the refund ETA has passed and wants an update. (Subject: Refund not received),Explained refund policy and initiated refund after verification.,5
5370,1055,2026-02-14 05:17:50,,Shipping,Urgent,Open,Chat,Package delayed,Customer reports delivery delay beyond estimate and requests tracking update. (Subject: Package delayed),,0
5371,1010,2024-12-13 00:06:56,2024-12-14 08:20:56,Billing,Medium,Closed,Phone,Invoice mismatch,Customer sees a duplicate charge for the same invoice/order and requests correction. (Subject: Invoice mismatch),Explained fees and provided invoice breakdown.,4
5372,1056,2025-09-06 07:04:13,2025-09-06 20:42:13,Account,Medium,Closed,Email,Account locked,Customer says account is locked and needs reactivation. (Subject: Account locked),Unlocked account after verification and advised on prevention steps.,4
5373,1015,2025-05-24 17:53:20,,Support,Medium,Pending,Email,Warranty info,Customer asks for steps to complete a common action inside the product. (Subject: Warranty info),,0
5374,1003,2024-10-08 13:01:05,2024-10-08 19:21:05,Technical,Medium,Closed,Chat,Error on checkout,Customer reports the app crashes on a specific screen and needs a workaround. (Subject: Error on checkout),Reset credentials and verified successful login.,5
5375,1040,2025-08-08 14:53:19,2025-08-11 07:58:19,Refund,Low,Closed,Phone,Chargeback question,Customer asks whether their order qualifies for a refund and what the timeline is. (Subject: Chargeback question),Verified refund status and shared transaction reference; confirmed processing timeline.,3
5376,1022,2025-10-27 06:18:05,2025-10-27 17:43:05,Billing,Medium,Closed,Chat,Charged twice,Customer sees a duplicate charge for the same invoice/order and requests correction. (Subject: Charged twice),Resolved payment issue and confirmed successful renewal.,4
5377,1125,2025-01-26 19:33:21,2025-01-29 15:48:21,Billing,Low,Closed,Phone,Tax/fee clarification,Customer reports a payment failure and needs urgent help to renew. (Subject: Tax/fee clarification),Resolved payment issue and confirmed successful renewal.,5
5378,1148,2025-07-22 11:22:08,2025-07-23 12:42:08,Refund,Medium,Closed,Email,Chargeback question,Customer asks whether their order qualifies for a refund and what the timeline is. (Subject: Chargeback question),Verified refund status and shared transaction reference; confirmed processing timeline.,5
5379,1114,2024-10-01 08:34:41,,Technical,Low,Pending,Phone,Error on checkout,Customer encounters an error after login and requests troubleshooting steps. (Subject: Error on checkout),,0
5380,1022,2025-03-04 06:44:55,,Refund,Urgent,Pending,Phone,Refund not received,Customer reports the refund ETA has passed and wants an update. (Subject: Refund not received),,0
5381,1088,2025-04-21 11:48:45,2025-04-21 15:09:45,Account,Low,Closed,Chat,Cancel subscription,Customer requests cancellation and confirmation of subscription status. (Subject: Cancel subscription),Unlocked account after verification and advised on prevention steps.,4
5382,1067,2024-12-15 06:54:24,2024-12-15 10:18:24,Technical,Medium,Closed,Email,2FA problem,Customer reports the app crashes on a specific screen and needs a workaround. (Subject: 2FA problem),Provided troubleshooting steps; issue resolved after cache reset/update.,3
5383,1052,2025-03-26 05:03:10,2025-03-26 07:07:10,Account,Medium,Closed,Phone,Delete account request,Customer says account is locked and needs reactivation. (Subject: Delete account request),Unlocked account after verification and advised on prevention steps.,4
5384,1028,2025-02-23 01:17:43,,Refund,Medium,Pending,Email,Chargeback question,Customer asks whether their order qualifies for a refund and what the timeline is. (Subject: Chargeback question),,0
5385,1125,2024-11-03 20:49:27,2024-11-06 14:18:27,Shipping,Medium,Closed,Email,International shipping question,Customer reports delivery delay beyond estimate and requests tracking update. (Subject: International shipping question),Contacted carrier and shared updated tracking; offered compensation where applicable.,5
5386,1079,2024-12-27 10:47:24,2024-12-29 09:09:24,Billing,Medium,Closed,Chat,Subscription renewal issue,Customer asks for a breakdown of taxes/fees on the invoice. (Subject: Subscription renewal issue),Resolved payment issue and confirmed successful renewal.,5
5387,1066,2025-11-01 12:49:09,,Shipping,Low,Pending,Phone,Package delayed,Customer says tracking has not updated for multiple days and asks for escalation. (Subject: Package delayed),,0
5388,1036,2025-10-05 22:53:02,,Refund,Medium,Pending,Chat,Chargeback question,Customer asks whether their order qualifies for a refund and what the timeline is. (Subject: Chargeback question),,0
5389,1062,2025-04-27 03:14:12,,Technical,Medium,Pending,Chat,Error on checkout,Customer encounters an error after login and requests troubleshooting steps. (Subject: Error on checkout),,0
5390,1036,2024-12-12 18:33:01,2024-12-15 15:31:01,Technical,Low,Closed,Chat,App crash,Customer cannot reset password and receives repeated error messages. (Subject: App crash),Reset credentials and verified successful login.,5
5391,1082,2024-11-27 10:53:56,2024-11-28 06:39:56,Refund,Low,Closed,Phone,Refund for damaged item,Customer asks whether their order qualifies for a refund and what the timeline is. (Subject: Refund for damaged item),Explained refund policy and initiated refund after verification.,4
5392,1071,2024-11-18 10:21:49,2024-11-18 15:09:49,Refund,Urgent,Closed,Phone,Refund eligibility,Customer says they returned an item and is waiting for the refund confirmation. (Subject: Refund eligibility),Provided ETA and confirmation email once refund was approved.,5
5393,1060,2025-06-02 13:07:00,2025-06-05 03:15:00,Returns,Medium,Closed,Web,Return label request,Customer received the wrong item and requests an exchange/return. (Subject: Return label request),Processed exchange request and issued updated shipping label.,4
5394,1100,2025-01-01 17:11:57,2025-01-01 22:37:57,Billing,High,Closed,Email,Invoice mismatch,Customer reports a payment failure and needs urgent help to renew. (Subject: Invoice mismatch),Resolved payment issue and confirmed successful renewal.,4
5395,1052,2025-01-12 00:58:36,,Account,Urgent,Pending,Web,Cancel subscription,Customer says account is locked and needs reactivation. (Subject: Cancel subscription),,0
5396,1084,2025-07-25 14:12:56,2025-07-25 20:50:56,Shipping,High,Closed,Web,Tracking not updating,Customer reports a missing delivery and requests next steps. (Subject: Tracking not updating),Initiated investigation for missing delivery and arranged replacement.,4
5397,1147,2026-01-07 16:26:50,,Technical,High,Pending,Email,2FA problem,Customer reports the app crashes on a specific screen and needs a workaround. (Subject: 2FA problem),,0
5398,1117,2025-03-06 08:35:00,2025-03-08 12:22:00,Shipping,Low,Closed,Web,Package delayed,Customer reports a missing delivery and requests next steps. (Subject: Package delayed),Corrected address and re-routed shipment; confirmation sent.,5
5399,1049,2025-04-21 01:18:02,2025-04-22 14:47:02,Returns,Low,Closed,Phone,Wrong item received,Customer received the wrong item and requests an exchange/return. (Subject: Wrong item received),Generated return label and explained return steps and timelines.,5
5400,1037,2024-11-05 17:56:19,2024-11-06 09:07:19,Billing,High,Closed,Chat,Subscription renewal issue,Customer reports a payment failure and needs urgent help to renew. (Subject: Subscription renewal issue),Resolved payment issue and confirmed successful renewal.,4
5401,1007,2025-01-31 08:17:07,,Returns,Low,Pending,Phone,Return pickup scheduling,Customer received the wrong item and requests an exchange/return. (Subject: Return pickup scheduling),,0
5402,1042,2024-11-06 07:55:40,2024-11-08 18:35:40,Account,Medium,Closed,Web,Cancel subscription,Customer says account is locked and needs reactivation. (Subject: Cancel subscription),Unlocked account after verification and advised on prevention steps.,5
5403,1041,2024-09-30 14:28:07,2024-10-02 10:04:07,Billing,High,Closed,Chat,Subscription renewal issue,Customer sees a duplicate charge for the same invoice/order and requests correction. (Subject: Subscription renewal issue),Removed duplicate charge and sent corrected invoice.,3
5404,1014,2025-08-09 02:51:23,2025-08-10 02:58:23,Billing,High,Closed,Chat,Payment failed,Customer sees a duplicate charge for the same invoice/order and requests correction. (Subject: Payment failed),Explained fees and provided invoice breakdown.,5
5405,1004,2025-10-23 15:35:45,,Billing,Medium,Open,Web,Subscription renewal issue,Customer sees a duplicate charge for the same invoice/order and requests correction. (Subject: Subscription renewal issue),,0
5406,1056,2025-08-14 22:17:54,2025-08-15 09:55:54,Technical,Medium,Closed,Chat,Error on checkout,Customer cannot reset password and receives repeated error messages. (Subject: Error on checkout),"Collected logs, filed bug, and provided workaround; customer confirmed working.",5
5407,1143,2024-10-04 11:54:45,2024-10-04 20:35:45,Shipping,Medium,Closed,Chat,Tracking not updating,Customer reports delivery delay beyond estimate and requests tracking update. (Subject: Tracking not updating),Corrected address and re-routed shipment; confirmation sent.,5
